group_id,issue_id,report_url,report_date,issue_sentence,canonical_issue,issue_family,similarity_to_group_centroid,rank_in_group
128,iss_0002026,https://www.judiciary.uk/prevention-of-future-death-reports/chantelle-williams-prevention-of-future-deaths-report/,2025-05-23,Published guidance fails to provide specific training for sellers of reportable poisons acquired via online marketplaces.,Guidance lacks specific training for sellers of reportable poisons from online marketplaces.,Inadequate training guidance,0.9962835311889648,2
128,iss_0002036,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-brown-prevention-of-future-deaths-report-2/,2025-05-23,Published guidance fails to provide specific training for sellers of reportable poisons acquired via online marketplaces.,Guidance lacks specific training for sellers of reportable poisons from online marketplaces.,Inadequate training guidance,0.9962835311889648,3
128,iss_0002060,https://www.judiciary.uk/prevention-of-future-death-reports/matthew-oreilly-prevention-of-future-deaths-report/,2025-05-23,Published guidance fails to provide specific training for sellers of reportable poisons acquired via online marketplaces.,Guidance lacks specific training for sellers of reportable poisons from online marketplaces.,Inadequate training guidance,0.9962835311889648,4
128,iss_0002046,https://www.judiciary.uk/prevention-of-future-death-reports/kelly-walsh-prevention-of-future-deaths-report/,2025-05-23,Published guidance fails to provide specific training or instructions for sellers of reportable poisons acquired via online marketplaces.,Guidance lacks specific instructions for selling reportable poisons via online marketplaces.,Inadequate regulatory guidance,0.9319546222686768,5
129,iss_0002029,https://www.judiciary.uk/prevention-of-future-death-reports/chantelle-williams-prevention-of-future-deaths-report/,2025-05-23,Vendors are unaware that their contact details are being distributed by platforms designed to promote suicide methods.,Vendors are unaware their contact details are shared on platforms promoting suicide methods.,Data privacy breach,0.9966058135032654,1
129,iss_0002034,https://www.judiciary.uk/prevention-of-future-death-reports/samuel-dickenson-prevention-of-future-deaths-report/,2025-05-23,Vendors are unaware that their contact details are being distributed on platforms designed to promote suicide methods.,Vendors are unaware their contact details are shared on platforms promoting suicide methods.,Data privacy breach,0.9966058135032654,2
129,iss_0002044,https://www.judiciary.uk/prevention-of-future-death-reports/mathew-price-prevention-of-future-deaths-report/,2025-05-23,Vendors are unaware that their contact details are being distributed by platforms designed to promote suicide methods.,Vendors are unaware their contact details are shared on platforms promoting suicide methods.,Data privacy breach,0.9966058135032654,3
129,iss_0002024,https://www.judiciary.uk/prevention-of-future-death-reports/shaun-bass-prevention-of-future-deaths-report/,2025-05-23,Vendors are unaware that their details are being distributed by platforms designed to promote suicide methods.,Vendors are unaware their details are shared on platforms promoting suicide methods.,Information privacy breach,0.9919005632400513,4
129,iss_0002055,https://www.judiciary.uk/prevention-of-future-death-reports/william-armstrong-prevention-of-future-deaths-report/,2025-05-23,Vendors are unaware that their details are being distributed by platforms designed to promote suicide methods.,Vendors are unaware their details are shared on platforms promoting suicide methods.,Information privacy breach,0.9919005632400513,5
130,iss_0012037,https://www.judiciary.uk/prevention-of-future-death-reports/joan-williams/,2020-06-16,Doctors lack a mandatory requirement to report diagnoses affecting driving ability to the DVLA.,Lack of mandatory medical reporting for driving fitness to the DVLA.,Regulatory reporting failure,0.9705941081047058,1
130,iss_0005299,https://www.judiciary.uk/prevention-of-future-death-reports/richard-collins-prevention-of-future-deaths-report/,2024-03-07,Dorset Healthcare University NHS Foundation Trust lacked a local written policy for assessing patient fitness to drive and contacting the DVLA.,Absence of local policy for assessing patient fitness to drive and DVLA notification.,Policy deficiency,0.963559627532959,2
130,iss_0005298,https://www.judiciary.uk/prevention-of-future-death-reports/richard-collins-prevention-of-future-deaths-report/,2024-03-07,Medical professionals failed to discuss driving fitness or DVLA notification requirements with the patient following his discharge.,Failure to discuss driving fitness and DVLA notification requirements upon patient discharge.,Clinical communication failure,0.9586225748062134,3
130,iss_0002239,https://www.judiciary.uk/prevention-of-future-death-reports/peter-westwell-mary-cunningham-grace-foulds-anne-ferguson-prevention-of-future-deaths-report/,2025-04-17,Clinicians fail to notify the DVLA when patients are advised to stop driving.,Failure to notify the DVLA when patients are advised to stop driving.,Reporting failure,0.9459528923034668,4
130,iss_0002244,https://www.judiciary.uk/prevention-of-future-death-reports/sheila-edwards-prevention-of-future-deaths-report/,2025-04-17,There is significant underreporting of drivers who may suffer from dementia to the DVLA.,Underreporting of medical conditions affecting driving fitness to the DVLA.,Medical reporting failure,0.9372363090515137,5
131,iss_0008008,https://www.judiciary.uk/prevention-of-future-death-reports/malcolm-basten-prevention-of-future-deaths-report/,2022-12-30,The principal contractor failed to implement adequate health and safety measures for work at height.,Inadequate health and safety measures for working at height.,Work at height,0.978009819984436,1
131,iss_0002354,https://www.judiciary.uk/prevention-of-future-death-reports/alexander-cardoza-prevention-of-future-deaths-report/,2025-04-03,Insufficient action has been taken to prevent persons from falling from the site.,Inadequate measures to prevent falls from height.,Fall protection failure,0.9730827808380127,2
131,iss_0010374,https://www.judiciary.uk/prevention-of-future-death-reports/adam-brunskill-prevention-of-future-deaths-report/,2021-08-03,No safety netting was installed inside the warehouse to mitigate the risk of a fall.,Absence of safety netting to prevent falls from height.,Fall protection failure,0.9561799764633179,3
131,iss_0023624,https://www.judiciary.uk/prevention-of-future-death-reports/alan-smith/,2013-08-05,The deceased had not received specific training regarding working at height.,Lack of specific training for working at height.,Training deficiency,0.9542269110679626,4
131,iss_0013790,https://www.judiciary.uk/prevention-of-future-death-reports/christopher-barnes/,2019-05-20,The adequacy of safety measures to satisfy legal obligations regarding working at height remains uncertain.,Uncertainty regarding the adequacy of safety measures for working at height.,Work at height,0.9326795339584351,5
132,iss_0002487,https://www.judiciary.uk/prevention-of-future-death-reports/sean-higgins-prevention-of-future-deaths-report/,2025-03-11,The deceased did not receive prescribed medication for 45 days.,Failure to administer prescribed medication to a deceased person.,Medication error,0.983451783657074,1
132,iss_0009892,https://www.judiciary.uk/prevention-of-future-death-reports/robert-ellery-prevention-of-future-deaths-report/,2021-11-19,Prescribed zopiclone was not administered to the deceased.,Failure to administer prescribed medication to a deceased person.,Medication administration error,0.983451783657074,2
132,iss_0014142,https://www.judiciary.uk/prevention-of-future-death-reports/terence-bradfield/,2019-03-11,Failure to administer prescribed steroid medication to the deceased.,Failure to administer prescribed steroid medication to a deceased patient.,Medication administration error,0.9569286704063416,3
132,iss_0009904,https://www.judiciary.uk/prevention-of-future-death-reports/karen-redding-prevention-of-future-deaths-report/,2021-11-18,Care staff failed to check the contents of the box before handing medication to the deceased.,Failure to verify medication contents before administration to a deceased person.,Medication administration error,0.9546710252761841,4
132,iss_0021622,https://www.judiciary.uk/prevention-of-future-death-reports/beatrice-gatt/,2014-09-18,The deceased was not administered anti-psychotic clozapine medication.,Failure to administer prescribed anti-psychotic medication to a deceased patient.,Medication administration error,0.9463661909103394,5
133,iss_0015443,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-hanahoe/,2018-06-19,The existing post and wire fencing is insufficient to prevent trespass.,Inadequate fencing fails to prevent unauthorised access.,Perimeter security failure,0.9731454849243164,1
133,iss_0004198,https://www.judiciary.uk/prevention-of-future-death-reports/frederick-dunbavin-prevention-of-future-deaths-report/,2024-07-23,A gap in the fence allows unauthorised access from the car park to the wooded area.,A gap in the perimeter fencing allows unauthorised access.,Security breach,0.9700065851211548,2
133,iss_0020110,https://www.judiciary.uk/prevention-of-future-death-reports/ashley-matthews/,2015-07-23,Perimeter fencing was inadequately secured with cable ties.,Perimeter fencing is insufficiently secured.,Physical security breach,0.9656898975372314,3
